ident,latitude,longitude,name,city,state,num_runway_hard,num_runway_soft
6MO1,39.9643974304199,-95.0668487548828,Markt Air Strip,Oregon,Missouri,0,1
7KS4,39.6330184936523,-95.4394454956055,Bent Nail Ranch,Huron,Kansas,0,1
8KS3,39.8519783020019,-95.4801635742188,Davis Airfield,Hiawatha,Kansas,0,1
9MO3,39.6437568664551,-94.8142242431641,Lawlor-Justus,Faucett,Missouri,0,1
9MO4,39.9784927368164,-94.8752822875977,Worth,Savannah,Missouri,1,0
K59,39.5705718994141,-95.1803283691406,Earhart,Atchison,Kansas,1,0
K87,39.877254486084,-95.5205917358398,Hiawatha Mun,Hiawatha,Kansas,0,2
K91,39.6789054870605,-95.5340881347656,Horton Mun,Horton,Kansas,0,2
KSTJ,39.7713623046875,-94.9106216430664,Rosecrans Memorial,St Joseph,Missouri,2,0
MO51,39.4239158630371,-94.8476333618164,Schaback Strip,Weston,Missouri,0,1
SN43,39.5039520263672,-95.4714736938477,Strafuss,Effingham,Kansas,0,1
SN75,39.8664588928223,-95.3420333862305,Sommers,Highland,Kansas,0,1
1MO3,39.9325790405273,-94.0735931396484,Lake Viking,Gallatin,Missouri,1,0
1MO4,39.8918571472168,-93.8645553588867,Longwood Mfg Corp,Gallatin,Missouri,0,1
1MU2,39.4449424743652,-94.6643600463867,Smitty's Landing,Ridgely,Missouri,0,1
21MO,39.5015754699707,-94.1756439208984,Martins,Lawson,Missouri,0,1
2MO2,39.4643478393555,-94.3079833984375,Northwood,Holt,Missouri,0,1
3MO8,40.0337791442871,-94.5381011962891,Fizzle Ridge,King City,Missouri,0,1
47MO,39.7369079589844,-93.9909820556641,Cliff Scott,Hamilton,Missouri,0,1
51MO,39.5945205688477,-94.4613494873047,Plattsburg,Plattsburg,Missouri,0,1
8MO5,39.8232955932617,-94.3835678100586,Cayton Pony Express,Maysville,Missouri,0,1
KEZZ,39.7276077270508,-94.2763519287109,Cameron Meml,Cameron,Missouri,1,0
MO27,39.7347831726074,-94.1928176879883,Ccc,Cameron,Missouri,0,1
MO71,39.4635696411133,-94.4178314208984,Block Air Village,Holt,Missouri,0,3
MO94,39.4992027282715,-94.5806503295898,Starr,Trimble,Missouri,0,1
MU16,40.0000419616699,-93.7900772094727,Spillman Field,Jamesport,Missouri,0,1
17MU,39.6872978210449,-94.3480072021484,B-B Airfield,Plattsburg,,0,2
KKIG,39.5902137756348,-93.8314666748047,Kingston Airport,Kingston,,0,1
7MO7,37.3997611999512,-94.2097091674805,Kimray,Plattsburg,Missouri,0,1
23MO,39.470645904541,-93.08984375,Oerke Enterprises,Butler,Missouri,0,1
1KS3,39.3041534423828,-96.7598495483398,Leo's Place,Riley,Kansas,0,3
1KS4,38.8969383239746,-97.1137084960938,Prichard Airstrip,Enterprise,Kansas,0,1
3JC,39.0444488525391,-96.8445205688477,Freeman Field,Junction City,Kansas,1,0
48KS,38.8127822875977,-97.4316329956055,R F Roesner,Salina,Kansas,0,1
49KS,39.2145042419434,-96.6723403930664,N & N,Manhattan,Kansas,0,1
8KS8,38.917236328125,-97.0088577270508,Prairie Cottage,Chapman,Kansas,0,2
K63,38.6765251159668,-96.5726699829102,Council Grove Mun,Council Grove,Kansas,0,2
K78,38.9040565490723,-97.2358322143555,Abilene Mun,Abilene,Kansas,1,0
KFRI,39.0526504516602,-96.7645111083984,Marshall AAF,Ft Riley,Kansas,1,0
KHRU,38.6947250366211,-96.8079986572266,Herington Regl,Herington,Kansas,1,0
KMHK,39.1419258117676,-96.6714401245117,Manhattan Rgnl,Manhattan,Kansas,2,0
02KS,39.222827911377,-96.058479309082,Jmj Landing,St Marys,Kansas,0,1
39K,38.691951751709,-95.6901931762695,Pomona Lake,Lyndon,Kansas,1,0
3KS1,39.1546287536621,-95.7433700561523,Mesa Verde,Topeka,Kansas,0,1
43KS,39.1017951965332,-96.4176864624023,Smith,Manhattan,Kansas,0,1
69K,39.1978645324707,-96.2589645385742,Wamego Mun,Wamego,Kansas,1,0
83KS,39.2347183227539,-96.2996292114258,Miller Aeroplane Field,Wamego,Kansas,0,1
KFOE,38.9502410888672,-95.6640014648437,Topeka Rgnl,Topeka,Kansas,2,0
57KS,39.3146705627441,-95.9931259155274,Get Away Runway,,,0,1
84KS,39.2712287902832,-96.0616760253906,St Mary's Airpark,Saint Marys,,0,1
95KS,39.0263442993164,-96.0150146484375,Fuller Airfield,Rossville,,0,1
KDOE,38.6784439086914,-96.4932861328125,Council Grove Airport,Council Grove,,0,1
01KS,38.5402336120605,-97.0035247802734,Flying N Ranch,Lost Springs,Kansas,0,1
29KS,38.4824981689453,-97.0125427246094,Navrat,Lincolnville,Kansas,0,1
43K,38.3374938964844,-96.9895401000977,Marion Muni,Marion,Kansas,1,3
51KS,38.6359825134277,-97.2140502929688,Barnard,Elmo,Kansas,0,1
53KS,38.1103439331055,-97.4297332763672,Weaver Ranch,Hesston,Kansas,0,1
KEWK,38.0580101013184,-97.2746276855469,Newton City Co,Newton,Kansas,2,0
M66,38.3415336608887,-97.2138442993164,Schroeder Field,Hillsboro,Kansas,1,0
SN37,38.3868217468262,-96.7309417724609,Harold K. Wells,Elmdale,Kansas,0,1
KHET,38.2155570983887,-97.3521957397461,Hiebert Airfield,Hesston,,0,1
KNAB,38.2041015625,-96.8376312255859,Marion Airport,Marion,,0,1
0KS0,38.6331748962402,-95.930793762207,J V Ranch,Osage City,Kansas,0,1
15KS,38.4301223754883,-96.0881195068359,Sickler Airstrip,Emporia,Kansas,0,1
17KS,38.5021591186523,-95.6767425537109,Tevis,Melvern,Kansas,0,1
53K,38.6335334777832,-95.8018493652344,Osage City Mun,Osage City,Kansas,1,0
6KS8,38.3819541931152,-96.1458969116211,Mary's Place,Emporia,Kansas,0,1
9K0,38.3581962585449,-96.5445709228516,Chase Co,Cottonwood Falls,Kansas,0,1
KEMP,38.3303527832031,-96.1897583007812,Emporia Mun,Emporia,Kansas,1,1
KUKL,38.3024749755859,-95.7249984741211,Coffey Co,Burlington,Kansas,1,0
SN04,38.422664642334,-96.3719940185547,Roberts Memorial,Emporia,Kansas,0,1
SN91,38.1119613647461,-96.1131362915039,Godfrey,Madison,Kansas,0,1
SN93,38.629810333252,-95.9829635620117,Dickson /Pvt/,Miller,Kansas,1,0
62KS,38.3585090637207,-96.4910659790039,Dexter Field,,,0,1
KBUG,38.1041679382324,-95.6310424804687,Burlington Airport,Burlington,,0,1
00KS,38.7274169921875,-94.9308090209961,Hayden Farm,Gardner,Kansas,0,1
06MO,39.230884552002,-94.8015365600586,Noahs Ark,Waldron,Missouri,1,0
09KS,38.7056999206543,-95.1413421630859,Coffman,Wellsville,Kansas,0,2
0KS1,39.2169456481934,-95.3375091552734,Shomin,Oskaloosa,Kansas,0,1
0KS4,38.8097038269043,-95.6012649536133,Snoopys,Overbrook,Kansas,0,1
1KS9,39.0452499389648,-94.949592590332,Huff,Bonner Springs,Kansas,0,1
23KS,39.0709190368652,-94.9479446411133,Ney,Bonner Springs,Kansas,0,1
2KS9,38.9029846191406,-95.592155456543,Starshire Farm,Topeka,Kansas,0,1
33KS,39.1527404785156,-95.6099166870117,Buena Terra,Topeka,Kansas,0,2
47KS,38.7713317871094,-95.2745056152344,Maxwell,Baldwin City,Kansas,0,1
4KS1,38.6843147277832,-95.0329360961914,Amar Farms,Wellsville,Kansas,1,0
4KS2,39.0194053649902,-94.9541625976562,Ingels Aerodrome,De Soto,Kansas,0,1
51K,38.9310913085937,-94.8848190307617,Cedar Air Park,Olathe,Kansas,0,1
52KS,38.9024925231934,-95.1314697265625,Bland,Eudora,Kansas,0,1
54KS,38.7994270324707,-95.1005401611328,Michael,Wellsville,Kansas,0,1
5KS1,39.1920013427734,-95.2157211303711,Threshing Bee,Mclouth,Kansas,0,1
71KS,39.1042747497559,-95.2958755493164,Stonehenge,Williamstown,Kansas,0,1
7KS0,39.271068572998,-95.317253112793,Flying T,Oskaloosa,Kansas,0,1
7KS2,38.850700378418,-95.4680023193359,Cloud,Overbrook,Kansas,0,1
7MO5,39.3346519470215,-94.8118896484375,Elton Field,Platte City,Missouri,0,1
85KS,39.3007545471191,-95.2150573730469,Sanders,Winchester,Kansas,0,1
86KS,38.7065773010254,-94.8248519897461,Weiss,Spring Hill,Kansas,0,1
8KS1,39.1689491271973,-94.9786529541016,Neu Field,Basehor,Kansas,0,1
90KS,38.9823455810547,-95.5935516357422,Sunset Strip Airpark,Topeka,Kansas,0,1
K34,38.8071060180664,-94.9560012817383,Gardner Mun,Gardner,Kansas,1,2
K64,38.8361320495605,-95.1819686889649,Vinland Valley,Baldwin City,Kansas,0,1
KFLV,39.3676071166992,-94.9143676757813,Sherman AAF,Ft Leavenworth,Kansas,1,0
KIXD,38.8312377929687,-94.8900604248047,New Century Aircenter,Olathe,Kansas,2,0
KLWC,39.0109977722168,-95.216667175293,Lawrence Mun,Lawrence,Kansas,2,0
KMCI,39.2971496582031,-94.7134170532227,Kansas City Intl,Kansas City,Missouri,3,0
KOJC,38.8476028442383,-94.7375869750977,Johnson County Executive,Olathe,Kansas,1,0
KTOP,39.068733215332,-95.6225357055664,Philip Billard Muni,Topeka,Kansas,2,0
MU71,39.3504676818848,-94.8581771850586,Vandahl,Weston,Missouri,0,1
SN22,39.1121253967285,-94.9561920166016,Hoelting,Basehor,Kansas,0,1
SN45,38.8281440734863,-95.2670211791992,Michael's,Lawrence,Kansas,0,1
SN78,38.6981544494629,-94.7192840576172,Albright,Bucyrus,Kansas,0,1
SN81,39.1813697814941,-94.8701248168945,Hancock,Piper,Kansas,0,1
SN83,39.2268295288086,-94.9512939453125,Highcrest Air Park,Lansing,Kansas,0,1
SN84,39.2709732055664,-94.9878158569336,Blaser's,Leavenworth,Kansas,0,1
SN85,38.7348327636719,-95.1056365966797,Fox Fire,Wellsville,Kansas,0,1
SN90,39.2266845703125,-95.1922912597656,D'Field,Mclouth,Kansas,0,1
KEDA,39.0989685058594,-94.821907043457,Edwardsville Airport,Edwardsville,,0,1
KEDR,38.7495956420898,-95.0322494506836,Edgerton Airport,Edgerton,,0,2
0L8,39.0800857543945,-94.4957809448242,Heart,Kansas City,Missouri,0,1
0MU7,38.8783073425293,-94.1424255371094,Lambs Field,Lone Jack,Missouri,0,1
0N0,39.2898292541504,-94.4424591064453,Roosterville,Liberty,Missouri,1,0
19K,38.7703323364258,-94.5951080322266,Villnave,Belton,Missouri,0,1
20MO,39.3584136962891,-94.3186264038086,Royal Wood Aerodrome,Kearney,Missouri,0,1
29MO,39.3516807556152,-94.5177841186523,Rollert Farm,Smithville,Missouri,0,1
2M1,39.019775390625,-94.0865478515625,Harry S Truman Rgnl,Bates City,Missouri,1,0
2MO0,38.7973976135254,-93.8642272949219,Fletcher Field,Centerview,Missouri,0,1
2MO9,38.9523887634277,-94.4490127563477,Runway Ranch,Kansas City,Missouri,0,1
3EX,39.3372917175293,-94.1974334716797,Excelsior Springs Memorial,Excelsior Springs,Missouri,1,0
3GV,39.0149459838867,-94.2143859863281,East Kansas City,Grain Valley,Missouri,2,0
3MO6,39.3359413146973,-94.4833908081055,Kitty Hawk Estates,Kearney,Missouri,0,1
43MO,38.7833938598633,-94.3701019287109,Riordan,Pleasant Hill,Missouri,1,0
4K3,39.2099838256836,-93.9282379150391,Lexington Mun,Lexington,Missouri,1,2
4MO0,38.6965675354004,-94.0597229003906,Fender J H,Kingsville,Missouri,0,1
4MO4,39.217945098877,-94.3313751220703,Liberty Landing,Liberty,Missouri,0,1
4MO8,39.2067565917969,-94.266716003418,Martens,Atherton,Missouri,0,1
4MO9,38.8933334350586,-94.1073226928711,Friends Field,Lone Jack,Missouri,0,1
5MO2,39.0659332275391,-94.341926574707,Independence Memorial,Independence,Missouri,0,1
62MO,39.0606460571289,-94.2029037475586,Washburn Farm,Grain Valley,Missouri,0,1
63K,38.8212127685547,-94.6094970703125,Hillside,Stilwell,Kansas,0,1
6MO9,38.6999473571777,-94.4733200073242,West Aero Ranch,Peculiar,Missouri,0,2
79MU,39.329647064209,-94.5580749511719,Dunham Pvt,Smithville,Missouri,0,1
87MO,38.6954879760742,-94.257926940918,Richters,East Lynne,Missouri,0,1
8KS7,38.7331123352051,-94.645622253418,Pine Sod Ranch,Stilwell,Kansas,0,2
8MO3,39.3257026672363,-93.9406356811523,Curtis Field,Richmond,Missouri,0,2
KRCM,38.7836723327637,-93.8029098510742,Skyhaven,Warrensburg,Missouri,2,0
KGPH,39.3325119018555,-94.3096542358398,Clay Co Regl,Mosby,Missouri,1,0
KGVW,38.8433799743652,-94.560546875,Richards-Gebaur Meml,Kansas City,Missouri,1,0
KLXT,38.958984375,-94.3715133666992,Lee's Summit Mun,Lee's Summit,Missouri,2,0
KMKC,39.1227836608887,-94.5928573608398,Charles B Wheeler Downtown,Kansas City,Missouri,2,0
MO29,38.771728515625,-94.3337249755859,Inter-State,Pleasant Hill,Missouri,0,1
MO37,38.7218017578125,-94.3796920776367,Ridgeview Ranch,Harrisonville,Missouri,0,2
MO98,38.7132186889648,-94.5854187011719,Danford's Field,Cleveland,Missouri,0,1
MU20,38.946964263916,-93.9649353027344,Robbins,Odessa,Missouri,0,1
MU26,38.770866394043,-94.5589904785156,Robinson,Belton,Missouri,1,0
MU84,38.8995018005371,-94.2300262451172,Michael Farm,Lone Jack,Missouri,0,1
MU85,38.9505996704102,-94.1258239746094,Thomas,Oak Grove,Missouri,0,1
KGRW,38.8868865966797,-94.609001159668,Grandview Airport,Grandview,,2,0
0KS2,38.5568695068359,-95.3151092529297,Kellie Mann Airfield,Ottawa,Kansas,0,1
0KS3,38.5630798339844,-95.3686141967773,Camp Chippewa,Ottawa,Kansas,0,1
14KS,38.2692947387695,-94.9044952392578,G & S Space Port,Parker,Kansas,0,1
1KS1,38.4592971801758,-95.2264404296875,Cochran,Richmond,Kansas,0,1
28KS,38.5424041748047,-95.1579437255859,Highland Farm,Rantoul,Kansas,0,1
40KS,38.5407867431641,-95.4483032226563,Chanay,Williamsburg,Kansas,0,1
57K,38.1283531188965,-94.7474517822266,Gilmore,Pleasanton,Kansas,1,0
68KS,38.5671463012695,-94.782829284668,Cloud 9,Paola,Kansas,0,1
69KS,38.6686782836914,-94.7425537109375,Chiles Airpark,Chiles,Kansas,0,1
7KS6,38.6269416809082,-94.7678451538086,Linders Cow-Chip,Louisburg,Kansas,0,1
9KS1,38.6616096496582,-95.0914840698242,Hartland,Wellsville,Kansas,0,1
9KS7,38.2775840759277,-95.4431457519531,Miller,Harris,Kansas,0,1
K68,38.2769584655762,-95.2146530151367,Garnett Mun,Garnett,Kansas,1,1
K81,38.5400848388672,-94.9202270507812,Miami Co,Paola,Kansas,1,1
KOWI,38.5387992858887,-95.2537689208984,Ottawa Mun,Ottawa,Kansas,1,1
SN14,38.4229316711426,-95.5172958374024,Schoolcraft,Agricola,Kansas,0,1
SN26,38.1776809692383,-95.0028305053711,Horttor,Blue Mound,Kansas,0,1
SN42,38.5609016418457,-95.2057571411133,Harrod,Ottawa,Kansas,0,2
SN72,38.2992935180664,-95.4408798217773,Graham Farms,Harris,Kansas,0,1
SN88,38.5713157653809,-94.7167434692383,Crosswind Airfield,Louisburg,Kansas,0,1
SN89,38.5363922119141,-94.7267684936523,Somerset,Louisburg,Kansas,0,1
1KS,38.1733818054199,-94.6903686523438,Linn County,Pleasanton,,1,0
82KS,38.0125122070312,-94.858039855957,Greg Post Farms,Mound City,,0,1
KPAQ,38.6029510498047,-94.9250946044922,Paola Airport,Paola,,0,1
03MU,38.4920349121094,-94.4123992919922,Mcdonnell,Archie,Missouri,1,0
0MO0,38.4100456237793,-93.8486099243164,Ferros Ranch-Aero,Clinton,Missouri,0,1
0MO1,38.5464820861816,-94.0968856811523,Flying G,Creighton,Missouri,0,1
0MO3,38.6251564025879,-94.5215530395508,Veach Field,Drexel,Missouri,0,1
1MO2,38.5499076843262,-94.4773025512695,Hart,Freeman,Missouri,0,1
1MU4,38.6516151428223,-93.7793045043945,Short Air,Warrensburg,Missouri,0,1
28MO,37.9738426208496,-93.8191986083984,Pasley,Roscoe,Missouri,0,1
2MO4,38.1142578125,-94.1760177612305,Breckenridge,Rockville,Missouri,0,1
5MO6,38.1017150878906,-94.3471145629883,Apache Flats,Rich Hill,Missouri,0,1
6KS5,38.2268180847168,-94.6629867553711,Yeamans Fox Nest,Pleasanton,Kansas,0,1
89MO,38.5793952941894,-94.5838241577149,Bishop's Landing,Westline,Missouri,0,1
KBUM,38.2897682189941,-94.3401184082031,Butler Meml,Butler,Missouri,1,0
KLRY,38.6101913452148,-94.343505859375,Smith Meml,Harrisonville,Missouri,1,0
MO75,38.3026885986328,-94.051383972168,Brownsberger,Montrose,Missouri,0,1
MU03,38.4804344177246,-94.1951217651367,Leo's Angus Ranch,Dayton,Missouri,0,1
MU07,38.3942832946777,-94.3096618652344,Angle Bar M,Adrian,Missouri,0,1
MU55,38.136833190918,-94.1728134155273,Bauer Pgi,Appleton City,Missouri,0,1
MU62,38.5633773803711,-94.5910568237305,Hilltop,Drexel,Missouri,0,1
KLOI,38.4792251586914,-94.5531845092773,Louisburg Airport,Louisburg,,0,1
07KS,37.7332191467285,-96.9367523193359,Heape Field,Augusta,Kansas,0,1
0KS6,37.440055847168,-97.3183135986328,Kendrigan,Peck,Kansas,0,1
0KS9,37.5164794921875,-96.9217071533203,Lmn 120,Douglas,Kansas,0,2
12KS,37.9377365112305,-97.4939804077149,Sooter,Sedgwick,Kansas,0,1
13KS,37.6974678039551,-97.1095809936523,Daniel's Landing,Andover,Kansas,0,1
18KS,37.3724555969238,-97.1082077026367,Cherokee Strip,Udall,Kansas,0,1
1K1,37.774585723877,-97.1132736206055,Lloyd Stearman Field,Benton,Kansas,1,0
20KS,37.675724029541,-96.8854751586914,Airpark Estates,Augusta,Kansas,0,1
35KS,37.5334892272949,-97.3114624023438,Selby Farm,Derby,Kansas,0,1
3AU,37.6716194152832,-97.0778732299805,Augusta Mun,Augusta,Kansas,1,0
3KS3,37.4037017822266,-97.1943130493164,Rogers,Udall,Kansas,0,1
3KS5,37.8426361083984,-97.3514022827149,High Point,Valley Center,Kansas,0,1
3KS7,37.8288497924805,-97.3493194580078,Berwick,Valley Center,Kansas,0,1
44KS,37.6103210449219,-97.1624908447266,Vankirk,Wichita,Kansas,0,1
46KS,37.8322105407715,-97.3631134033203,Hidden Valley,Valley Center,Kansas,0,1
4KS7,37.5594482421875,-97.0647430419922,Butler Airpark,Rose Hill,Kansas,0,1
55K,37.2691078186035,-97.0933990478516,Oxford Muni,Oxford,Kansas,1,0
60KS,37.5139808654785,-96.999641418457,Alley Field,Douglass,Kansas,0,1
4KS5,37.7631187438965,-97.4359741210938,Maize,Wichita,Kansas,0,1
71K,37.6477317810059,-97.3837127685547,Westport,Wichita,Kansas,1,0
72K,37.6030387878418,-97.3588790893555,Westport Auxiliary,Wichita,Kansas,0,1
K32,37.7462310791016,-97.4060516357422,Riverside,Wichita,Kansas,1,0
K50,37.5656929016113,-97.1743469238281,Cook,Derby,Kansas,1,1
KAAO,37.7475814819336,-97.2211303710938,Colonel James Jabara,Wichita,Kansas,1,0
KBEC,37.6939163208008,-97.2149353027344,Beech Factory,Wichita,Kansas,1,0
KCEA,37.6485939025879,-97.2506103515625,Cessna Acft Field,Wichita,Kansas,1,0
KEGT,37.3236122131348,-97.3883743286133,Wellington Mun,Wellington,Kansas,1,0
KEQA,37.7741203308105,-96.8177337646484,Capt Thomas/El Dorado,El Dorado,Kansas,2,0
KIAB,37.6231155395508,-97.2676315307617,Mc Connell AFB,Wichita,Kansas,2,0
KICT,37.6501922607422,-97.4321899414062,Wichita Mid-Continent,Wichita,Kansas,3,0
SN10,37.3955841064453,-97.2098541259766,Belle Plaine Farms,Belle Plaine,Kansas,0,1
SN16,37.8549461364746,-97.2693252563477,Curtis,Kechi,Kansas,0,1
SN18,37.6673278808594,-97.0210342407227,Sills Air Park,Augusta,Kansas,0,1
SN20,37.7172889709473,-97.0470504760742,Brady-Pippin,Augusta,Kansas,0,1
SN32,37.4253845214844,-97.2695236206055,Rands,Belle Plaine,Kansas,0,1
SN34,37.5737190246582,-97.4923934936524,Rucker,Clearwater,Kansas,0,1
SN40,37.5236434936523,-97.2021408081055,Olson Aerodrome,Derby,Kansas,0,1
SN46,37.8740081787109,-97.0728759765625,Taylor,Benton,Kansas,0,2
SN52,37.4793586730957,-97.0126266479492,Pilot Pointe Estates,Douglass,Kansas,0,1
SN58,37.8707847595215,-96.646842956543,Foster Field,El Dorado,Kansas,0,1
SN68,37.8787689208984,-97.3090133666992,Lil Bird,Valley Center,Kansas,0,1
KHAY,37.5405235290527,-97.392578125,Haysville Airport,Haysville,,0,1
KTOW,37.7712821960449,-97.0330810546875,Towanda Airport,Towanda,,0,1
05KS,37.2659912109375,-95.9590225219727,Darbro Field,Elk City,Kansas,0,1
13K,37.8519630432129,-96.2922058105469,Lt William M Milliken,Eureka,Kansas,1,1
1K7,37.5807456970215,-95.8371810913086,Fredonia,Fredonia,Kansas,1,0
2K6,37.3809204101562,-96.2711029052734,Elk Co,Moline,Kansas,1,0
2K7,37.4355010986328,-95.6459503173828,Neodesha Muni,Neodesha,Kansas,1,1
2KS2,37.6484527587891,-96.306755065918,Stuber Flying Ranch,Severy,Kansas,0,1
45KS,37.4056434631348,-96.4531478881836,Liebau Ranch,Grenola,Kansas,0,1
8K5,37.8546295166016,-95.7478561401367,Yates Center,Yates Center,Kansas,0,1
07S,37.6591758728027,-96.5279006958008,Beaumont Hotel,Beaumont,Kansas,0,1
SN44,37.2999572753906,-95.8990631103516,Bob Faler,Elk City,Kansas,0,1
27OK,36.7425270080566,-96.964599609375,Thomas Landing,Ponca City,Oklahoma,0,1
30KS,37.130687713623,-97.07373046875,Tyler,Arkansas City,Kansas,0,1
KBKN,36.7451019287109,-97.3496322631836,Blackwell-Tonkawa Mun,Blackwell,Oklahoma,1,0
6OK6,36.7926368713379,-97.3133544921875,Earl Henry,Blackwell,Oklahoma,0,1
KPNC,36.73193359375,-97.0998001098633,Ponca City Rgnl,Ponca City,Oklahoma,1,0
KWLD,37.1681861877441,-97.0380477905274,Strother,Winfield-Arkansas City,Kansas,2,0
OK48,36.872688293457,-97.0952529907227,Grass Roots,Newkirk,Oklahoma,0,1
OK49,36.6573104858398,-97.0158386230469,Secrest Ranch,Ponca City,Oklahoma,0,1
00FD,37.2550239562988,-96.9604797363281,Davis Field,,,0,1
3KS2,37.0607833862305,-96.9987869262695,Munson Field,,,0,1
KARK,37.0091209411621,-97.0349197387695,Arkansas City Airport,Arkansas City,,0,1
KARS,37.0486946105957,-97.1577835083008,Arkansas City Airport,Arkansas City,,2,0
2KS0,37.2080001831055,-96.0776824951172,Rupp,Sedan,Kansas,0,1
61K,37.1480598449707,-96.1853485107422,Sedan City,Sedan,Kansas,0,2
9OK3,36.703685760498,-95.8401947021484,Flying Eagle Estates,Bartlesville,Oklahoma,0,1
H76,36.6719818115234,-96.4054336547852,Pawhuska Mun,Pawhuska,Oklahoma,1,0
KBVO,36.7633438110352,-96.0111541748047,Bartlesville Mun,Bartlesville,Oklahoma,1,0
KIDP,37.1581611633301,-95.7796478271484,Independence Mun,Independence,Kansas,2,0
OL92,36.7819480895996,-95.9502410888672,Hi-Way,Bartlesville,Oklahoma,0,1
KDAK,37.0172424316406,-95.9452056884766,Caney Airport,Caney,,0,1
KDEY,36.8496513366699,-95.885368347168,Dewey Airport,Dewey,,0,1
KDOF,36.9945106506348,-95.6315078735352,Coffeyville Airport,Coffeyville,,0,1
KPAJ,36.9601249694824,-96.5519714355469,Pawhuska Airport,Pawhuska,,0,1
KPAS,36.7603492736816,-96.5455627441406,Pawhuska Airport,Pawhuska,,0,1
KPAW,36.7694625854492,-96.5528182983399,Pawhuska Airport,Pawhuska,,0,1
0KS8,37.3817443847656,-95.3759994506836,Pearce Field,Parsons,Kansas,0,1
11KS,37.4622230529785,-95.2419204711914,Squadron Field,Erie,Kansas,0,1
36KS,37.4755058288574,-95.343620300293,White Farms,Galesburg,Kansas,0,1
74KS,37.9309921264648,-95.2162933349609,Ensminger,Moran,Kansas,0,1
7KS3,37.5294532775879,-94.6964721679688,Youvan,Arma,Kansas,0,1
8KS5,37.3161468505859,-95.2803039550781,Blue Sky,Parsons,Kansas,0,1
K88,37.8682136535645,-95.3870086669922,Allen Co,Iola,Kansas,1,0
KCNU,37.6678810119629,-95.4867095947266,Chanute Martin Johnson,Chanute,Kansas,1,0
KFSK,37.7983551025391,-94.7693023681641,Ft Scott Mun,Ft Scott,Kansas,1,0
KPPF,37.3319053649902,-95.5098114013672,Tri-City,Parsons,Kansas,3,0
KPTS,37.4491806030273,-94.7312316894531,Atkinson Mun,Pittsburg,Kansas,2,0
SN41,37.5033187866211,-94.8268814086914,Ziggy Carline,Girard,Kansas,0,1
KIOL,37.9113464355469,-95.3502655029297,Iola Airport,Iola,,0,1
KIOO,37.9188499450684,-95.2626876831055,Iola Airport,Iola,,0,1
08MO,37.394889831543,-94.2841949462891,Twin Oaks,Jasper,Missouri,0,2
1MO9,37.4762382507324,-93.8514175415039,Eagle's Point & Red Barn Village Arpk,Greenfield,Missouri,0,1
4MO5,37.3713035583496,-93.9966888427734,Boehne Field,Lockwood,Missouri,0,1
78MU,37.2973022460937,-94.1953735351563,Stony Branch,Jasper,Missouri,0,1
87K,37.8571662902832,-93.997428894043,El Dorado Springs Meml,El Dorado Springs,Missouri,1,1
